"Subject"	"Bin"	"Electrode"	"Condition"	"MeanAmp"	"Race"	"Fix"
35	4	"PZ"	"Black_forehead"	0.859871106557377	"Black"	"forehead"
35	4	"C3"	"Black_forehead"	-2.81177540983607	"Black"	"forehead"
35	4	"C4"	"Black_forehead"	-0.74120881147541	"Black"	"forehead"
35	4	"CP3"	"Black_forehead"	-2.71821946721311	"Black"	"forehead"
35	4	"CP4"	"Black_forehead"	-0.208088934426229	"Black"	"forehead"
35	5	"CZ"	"Black_forehead"	-1.8917137295082	"Black"	"forehead"
35	5	"CPZ"	"Black_forehead"	-1.76995717213115	"Black"	"forehead"
35	5	"PZ"	"Black_forehead"	-1.27329692622951	"Black"	"forehead"
35	5	"C3"	"Black_forehead"	-1.31835204918033	"Black"	"forehead"
35	5	"C4"	"Black_forehead"	-1.93058278688525	"Black"	"forehead"
35	5	"CP3"	"Black_forehead"	-1.85938422131148	"Black"	"forehead"
35	5	"CP4"	"Black_forehead"	-1.26332131147541	"Black"	"forehead"
35	6	"CZ"	"Black_forehead"	-3.58806700819672	"Black"	"forehead"
35	6	"CPZ"	"Black_forehead"	-2.87127930327869	"Black"	"forehead"
35	6	"PZ"	"Black_forehead"	-2.4203618852459	"Black"	"forehead"
35	6	"C3"	"Black_forehead"	-4.72515737704918	"Black"	"forehead"
35	6	"C4"	"Black_forehead"	-3.99220573770492	"Black"	"forehead"
35	6	"CP3"	"Black_forehead"	-4.33649815573771	"Black"	"forehead"
35	6	"CP4"	"Black_forehead"	-4.13356864754098	"Black"	"forehead"
35	7	"CZ"	"Black_forehead"	-2.34916475409836	"Black"	"forehead"
35	7	"CPZ"	"Black_forehead"	-2.6817618852459	"Black"	"forehead"
35	7	"PZ"	"Black_forehead"	-2.24116495901639	"Black"	"forehead"
35	7	"C3"	"Black_forehead"	-3.68987418032787	"Black"	"forehead"
35	7	"C4"	"Black_forehead"	-3.44154385245902	"Black"	"forehead"
35	7	"CP3"	"Black_forehead"	-3.22313770491803	"Black"	"forehead"
35	7	"CP4"	"Black_forehead"	-3.18152131147541	"Black"	"forehead"
35	8	"CZ"	"Black_forehead"	-3.11960922131148	"Black"	"forehead"
35	8	"CPZ"	"Black_forehead"	-1.62102745901639	"Black"	"forehead"
35	8	"PZ"	"Black_forehead"	0.68892643442623	"Black"	"forehead"
35	8	"C3"	"Black_forehead"	-1.59729590163934	"Black"	"forehead"
35	8	"C4"	"Black_forehead"	-4.93840758196721	"Black"	"forehead"
35	8	"CP3"	"Black_forehead"	-1.09513258196721	"Black"	"forehead"
35	8	"CP4"	"Black_forehead"	-3.22589077868852	"Black"	"forehead"
35	9	"CZ"	"Black_forehead"	-1.31388217213115	"Black"	"forehead"
35	9	"CPZ"	"Black_forehead"	-1.01602274590164	"Black"	"forehead"
35	9	"PZ"	"Black_forehead"	-0.148585245901639	"Black"	"forehead"
35	9	"C3"	"Black_forehead"	-1.50683831967213	"Black"	"forehead"
35	9	"C4"	"Black_forehead"	-1.24578299180328	"Black"	"forehead"
35	9	"CP3"	"Black_forehead"	-1.84218381147541	"Black"	"forehead"
35	9	"CP4"	"Black_forehead"	-0.87225143442623	"Black"	"forehead"
35	10	"CZ"	"Black_forehead"	-5.44435286885246	"Black"	"forehead"
35	10	"CPZ"	"Black_forehead"	-4.42489118852459	"Black"	"forehead"
35	10	"PZ"	"Black_forehead"	-2.89191475409836	"Black"	"forehead"
35	10	"C3"	"Black_forehead"	-5.84402192622951	"Black"	"forehead"
35	10	"C4"	"Black_forehead"	-5.73292745901639	"Black"	"forehead"
35	10	"CP3"	"Black_forehead"	-5.08458401639344	"Black"	"forehead"
35	10	"CP4"	"Black_forehead"	-4.86101905737705	"Black"	"forehead"
35	11	"CZ"	"Black_forehead"	-1.92851577868852	"Black"	"forehead"
35	11	"CPZ"	"Black_forehead"	-2.62260573770492	"Black"	"forehead"
35	11	"PZ"	"Black_forehead"	-0.481872540983607	"Black"	"forehead"
35	11	"C3"	"Black_forehead"	-2.87437295081967	"Black"	"forehead"
35	11	"C4"	"Black_forehead"	-3.9179118852459	"Black"	"forehead"
35	11	"CP3"	"Black_forehead"	-3.17980040983607	"Black"	"forehead"
35	11	"CP4"	"Black_forehead"	-3.20628217213115	"Black"	"forehead"
35	12	"CZ"	"Black_forehead"	-4.1366625	"Black"	"forehead"
35	12	"CPZ"	"Black_forehead"	-4.55009016393443	"Black"	"forehead"
35	12	"PZ"	"Black_forehead"	-3.45736721311475	"Black"	"forehead"
35	12	"C3"	"Black_forehead"	-5.24555245901639	"Black"	"forehead"
35	12	"C4"	"Black_forehead"	-6.51712971311475	"Black"	"forehead"
35	12	"CP3"	"Black_forehead"	-7.30545737704918	"Black"	"forehead"
35	12	"CP4"	"Black_forehead"	-5.24142397540984	"Black"	"forehead"
35	1	"CZ"	"Black_eyes"	-5.65484979508197	"Black"	"eyes"
35	1	"CPZ"	"Black_eyes"	-4.95044569672131	"Black"	"eyes"
35	1	"PZ"	"Black_eyes"	-4.59136290983607	"Black"	"eyes"
35	1	"C3"	"Black_eyes"	-5.2441756147541	"Black"	"eyes"
35	1	"C4"	"Black_eyes"	-5.07357930327869	"Black"	"eyes"
35	1	"CP3"	"Black_eyes"	-4.66496823770492	"Black"	"eyes"
35	1	"CP4"	"Black_eyes"	-5.19051926229508	"Black"	"eyes"
35	2	"CZ"	"Black_eyes"	-7.16099836065574	"Black"	"eyes"
35	2	"CPZ"	"Black_eyes"	-6.83355922131148	"Black"	"eyes"
35	2	"PZ"	"Black_eyes"	-3.96881557377049	"Black"	"eyes"
35	2	"C3"	"Black_eyes"	-4.51741700819672	"Black"	"eyes"
35	2	"C4"	"Black_eyes"	-6.3227993852459	"Black"	"eyes"
35	2	"CP3"	"Black_eyes"	-4.0692512295082	"Black"	"eyes"
35	2	"CP4"	"Black_eyes"	-5.93310553278689	"Black"	"eyes"
35	3	"CZ"	"Black_eyes"	-2.74917930327869	"Black"	"eyes"
35	3	"CPZ"	"Black_eyes"	-1.93195471311475	"Black"	"eyes"
35	3	"PZ"	"Black_eyes"	-2.38080737704918	"Black"	"eyes"
35	3	"C3"	"Black_eyes"	-0.391756557377049	"Black"	"eyes"
35	3	"C4"	"Black_eyes"	-2.7584625	"Black"	"eyes"
35	3	"CP3"	"Black_eyes"	-2.18372643442623	"Black"	"eyes"
35	3	"CP4"	"Black_eyes"	-2.48261516393443	"Black"	"eyes"
35	4	"CZ"	"Black_eyes"	0.32227868852459	"Black"	"eyes"
35	4	"CPZ"	"Black_eyes"	0.473615778688525	"Black"	"eyes"
35	4	"PZ"	"Black_eyes"	4.53082766393443	"Black"	"eyes"
35	4	"C3"	"Black_eyes"	0.316432581967213	"Black"	"eyes"
35	4	"C4"	"Black_eyes"	-0.72091618852459	"Black"	"eyes"
35	4	"CP3"	"Black_eyes"	0.389692827868853	"Black"	"eyes"
35	4	"CP4"	"Black_eyes"	-0.218063319672131	"Black"	"eyes"
35	5	"CZ"	"Black_eyes"	-0.422370286885246	"Black"	"eyes"
35	5	"CPZ"	"Black_eyes"	0.79211106557377	"Black"	"eyes"
35	5	"PZ"	"Black_eyes"	2.00384221311475	"Black"	"eyes"
35	5	"C3"	"Black_eyes"	-0.265870901639344	"Black"	"eyes"
35	5	"C4"	"Black_eyes"	-2.38975204918033	"Black"	"eyes"
35	5	"CP3"	"Black_eyes"	-1.87554918032787	"Black"	"eyes"
35	5	"CP4"	"Black_eyes"	-1.32591741803279	"Black"	"eyes"
35	6	"CZ"	"Black_eyes"	-2.43240102459016	"Black"	"eyes"
35	6	"CPZ"	"Black_eyes"	-2.44581557377049	"Black"	"eyes"
35	6	"PZ"	"Black_eyes"	-2.81762602459016	"Black"	"eyes"
35	6	"C3"	"Black_eyes"	-2.08466844262295	"Black"	"eyes"
35	6	"C4"	"Black_eyes"	-2.75192991803279	"Black"	"eyes"
35	6	"CP3"	"Black_eyes"	-1.55808709016393	"Black"	"eyes"
35	6	"CP4"	"Black_eyes"	-4.65292745901639	"Black"	"eyes"
35	7	"CZ"	"Black_eyes"	-1.90065860655738	"Black"	"eyes"
35	7	"CPZ"	"Black_eyes"	-0.459859016393443	"Black"	"eyes"
35	7	"PZ"	"Black_eyes"	1.48172807377049	"Black"	"eyes"
35	7	"C3"	"Black_eyes"	-1.18971721311475	"Black"	"eyes"
35	7	"C4"	"Black_eyes"	-0.990915778688525	"Black"	"eyes"
35	7	"CP3"	"Black_eyes"	-0.692711680327869	"Black"	"eyes"
35	7	"CP4"	"Black_eyes"	-0.463296721311475	"Black"	"eyes"
35	8	"CZ"	"Black_eyes"	-4.88131229508197	"Black"	"eyes"
35	8	"CPZ"	"Black_eyes"	-2.82931680327869	"Black"	"eyes"
35	8	"PZ"	"Black_eyes"	-1.44286413934426	"Black"	"eyes"
35	8	"C3"	"Black_eyes"	-2.43858975409836	"Black"	"eyes"
35	8	"C4"	"Black_eyes"	-5.20462151639344	"Black"	"eyes"
35	8	"CP3"	"Black_eyes"	-1.59454077868852	"Black"	"eyes"
35	8	"CP4"	"Black_eyes"	-3.88351618852459	"Black"	"eyes"
35	9	"CZ"	"Black_eyes"	-2.51357213114754	"Black"	"eyes"
35	9	"CPZ"	"Black_eyes"	-2.82587807377049	"Black"	"eyes"
35	9	"PZ"	"Black_eyes"	-2.10565163934426	"Black"	"eyes"
35	9	"C3"	"Black_eyes"	-2.67144508196721	"Black"	"eyes"
35	9	"C4"	"Black_eyes"	-4.03657684426229	"Black"	"eyes"
35	9	"CP3"	"Black_eyes"	-2.07194139344262	"Black"	"eyes"
35	9	"CP4"	"Black_eyes"	-3.31909959016393	"Black"	"eyes"
35	10	"CZ"	"Black_eyes"	-2.00797069672131	"Black"	"eyes"
35	10	"CPZ"	"Black_eyes"	-0.438535245901639	"Black"	"eyes"
35	10	"PZ"	"Black_eyes"	-0.581958401639344	"Black"	"eyes"
35	10	"C3"	"Black_eyes"	-1.40674590163934	"Black"	"eyes"
35	10	"C4"	"Black_eyes"	-2.84135430327869	"Black"	"eyes"
35	10	"CP3"	"Black_eyes"	-1.58628442622951	"Black"	"eyes"
35	10	"CP4"	"Black_eyes"	-1.63891229508197	"Black"	"eyes"
35	11	"CZ"	"Black_eyes"	0.851271926229508	"Black"	"eyes"
35	11	"CPZ"	"Black_eyes"	2.08295020491803	"Black"	"eyes"
35	11	"PZ"	"Black_eyes"	2.31098586065574	"Black"	"eyes"
35	11	"C3"	"Black_eyes"	1.58731967213115	"Black"	"eyes"
35	11	"C4"	"Black_eyes"	0.798991803278689	"Black"	"eyes"
35	11	"CP3"	"Black_eyes"	2.73885614754098	"Black"	"eyes"
35	11	"CP4"	"Black_eyes"	0.208433196721311	"Black"	"eyes"
35	1	"CZ"	"White_forehead"	-8.09722602459016	"White"	"forehead"
35	1	"CPZ"	"White_forehead"	-9.31170717213115	"White"	"forehead"
35	1	"PZ"	"White_forehead"	-7.63702520491803	"White"	"forehead"
35	1	"C3"	"White_forehead"	-5.92450450819672	"White"	"forehead"
35	1	"C4"	"White_forehead"	-6.32726639344262	"White"	"forehead"
35	1	"CP3"	"White_forehead"	-6.42942110655738	"White"	"forehead"
35	1	"CP4"	"White_forehead"	-8.00951926229508	"White"	"forehead"
35	2	"CZ"	"White_forehead"	-5.25140245901639	"White"	"forehead"
35	2	"CPZ"	"White_forehead"	-4.59927520491803	"White"	"forehead"
35	2	"PZ"	"White_forehead"	-2.79354549180328	"White"	"forehead"
35	2	"C3"	"White_forehead"	-4.89713258196721	"White"	"forehead"
35	2	"C4"	"White_forehead"	-5.38588401639344	"White"	"forehead"
35	2	"CP3"	"White_forehead"	-4.71036905737705	"White"	"forehead"
35	2	"CP4"	"White_forehead"	-5.14340102459016	"White"	"forehead"
35	3	"CZ"	"White_forehead"	-4.37845963114754	"White"	"forehead"
35	3	"CPZ"	"White_forehead"	-3.73218278688525	"White"	"forehead"
35	3	"PZ"	"White_forehead"	-2.81040020491803	"White"	"forehead"
35	3	"C3"	"White_forehead"	-3.66407909836066	"White"	"forehead"
35	3	"C4"	"White_forehead"	-3.60835922131148	"White"	"forehead"
35	3	"CP3"	"White_forehead"	-4.56075020491803	"White"	"forehead"
35	3	"CP4"	"White_forehead"	-3.64963381147541	"White"	"forehead"
35	4	"CZ"	"White_forehead"	-5.667575	"White"	"forehead"
35	4	"CPZ"	"White_forehead"	-4.59033094262295	"White"	"forehead"
35	4	"PZ"	"White_forehead"	-2.91839754098361	"White"	"forehead"
35	4	"C3"	"White_forehead"	-6.34377827868852	"White"	"forehead"
35	4	"C4"	"White_forehead"	-4.31654672131148	"White"	"forehead"
35	4	"CP3"	"White_forehead"	-4.85689016393443	"White"	"forehead"
35	4	"CP4"	"White_forehead"	-2.46989180327869	"White"	"forehead"
35	5	"CZ"	"White_forehead"	-3.22485840163934	"White"	"forehead"
35	5	"CPZ"	"White_forehead"	-3.09243790983607	"White"	"forehead"
35	5	"PZ"	"White_forehead"	-2.17512540983607	"White"	"forehead"
35	5	"C3"	"White_forehead"	-1.78062110655738	"White"	"forehead"
35	5	"C4"	"White_forehead"	-3.10963463114754	"White"	"forehead"
35	5	"CP3"	"White_forehead"	-1.26951352459016	"White"	"forehead"
35	5	"CP4"	"White_forehead"	-2.41038831967213	"White"	"forehead"
35	6	"CZ"	"White_forehead"	-6.85935696721311	"White"	"forehead"
35	6	"CPZ"	"White_forehead"	-6.29872397540984	"White"	"forehead"
35	6	"PZ"	"White_forehead"	-4.26633360655738	"White"	"forehead"
35	6	"C3"	"White_forehead"	-5.50523135245902	"White"	"forehead"
35	6	"C4"	"White_forehead"	-7.69377663934426	"White"	"forehead"
35	6	"CP3"	"White_forehead"	-5.60532213114754	"White"	"forehead"
35	6	"CP4"	"White_forehead"	-7.32575040983607	"White"	"forehead"
35	7	"CZ"	"White_forehead"	-2.57066864754098	"White"	"forehead"
35	7	"CPZ"	"White_forehead"	-1.57803217213115	"White"	"forehead"
35	7	"PZ"	"White_forehead"	-0.330877049180328	"White"	"forehead"
35	7	"C3"	"White_forehead"	-2.49534118852459	"White"	"forehead"
35	7	"C4"	"White_forehead"	-2.84651495901639	"White"	"forehead"
35	7	"CP3"	"White_forehead"	-1.44389426229508	"White"	"forehead"
35	7	"CP4"	"White_forehead"	-2.715125	"White"	"forehead"
35	8	"CZ"	"White_forehead"	-2.59199180327869	"White"	"forehead"
35	8	"CPZ"	"White_forehead"	-2.03754774590164	"White"	"forehead"
35	8	"PZ"	"White_forehead"	0.0863288934426229	"White"	"forehead"
35	8	"C3"	"White_forehead"	-2.08570204918033	"White"	"forehead"
35	8	"C4"	"White_forehead"	-3.43741721311475	"White"	"forehead"
35	8	"CP3"	"White_forehead"	-1.30459651639344	"White"	"forehead"
35	8	"CP4"	"White_forehead"	-1.90650635245902	"White"	"forehead"
35	9	"CZ"	"White_forehead"	-3.79993647540984	"White"	"forehead"
35	9	"CPZ"	"White_forehead"	-3.19803053278689	"White"	"forehead"
35	9	"PZ"	"White_forehead"	-1.74588053278689	"White"	"forehead"
35	9	"C3"	"White_forehead"	-1.45490266393443	"White"	"forehead"
35	9	"C4"	"White_forehead"	-4.13907131147541	"White"	"forehead"
35	9	"CP3"	"White_forehead"	-1.54914016393443	"White"	"forehead"
35	9	"CP4"	"White_forehead"	-4.25292049180328	"White"	"forehead"
35	10	"CZ"	"White_forehead"	-4.27011536885246	"White"	"forehead"
35	10	"CPZ"	"White_forehead"	-3.5471375	"White"	"forehead"
35	10	"PZ"	"White_forehead"	-2.08604221311475	"White"	"forehead"
35	10	"C3"	"White_forehead"	-4.45378442622951	"White"	"forehead"
35	10	"C4"	"White_forehead"	-5.16197192622951	"White"	"forehead"
35	10	"CP3"	"White_forehead"	-4.52497950819672	"White"	"forehead"
35	10	"CP4"	"White_forehead"	-5.36318196721311	"White"	"forehead"
35	1	"CZ"	"White_eyes"	-1.52540881147541	"White"	"eyes"
35	1	"CPZ"	"White_eyes"	-0.861934631147541	"White"	"eyes"
35	1	"PZ"	"White_eyes"	-1.02703217213115	"White"	"eyes"
35	1	"C3"	"White_eyes"	-2.62604364754098	"White"	"eyes"
35	1	"C4"	"White_eyes"	-1.71698995901639	"White"	"eyes"
35	1	"CP3"	"White_eyes"	-1.56152479508197	"White"	"eyes"
35	1	"CP4"	"White_eyes"	-1.63168770491803	"White"	"eyes"
35	2	"CZ"	"White_eyes"	-3.48316024590164	"White"	"eyes"
35	2	"CPZ"	"White_eyes"	-4.05377233606557	"White"	"eyes"
35	2	"PZ"	"White_eyes"	-3.75591024590164	"White"	"eyes"
35	2	"C3"	"White_eyes"	-3.83536393442623	"White"	"eyes"
35	2	"C4"	"White_eyes"	-4.23606229508197	"White"	"eyes"
35	2	"CP3"	"White_eyes"	-4.2880018442623	"White"	"eyes"
35	2	"CP4"	"White_eyes"	-5.09971782786885	"White"	"eyes"
35	3	"CZ"	"White_eyes"	-1.5216268442623	"White"	"eyes"
35	3	"CPZ"	"White_eyes"	-1.49617274590164	"White"	"eyes"
35	3	"PZ"	"White_eyes"	-1.6475118852459	"White"	"eyes"
35	3	"C3"	"White_eyes"	-2.00521639344262	"White"	"eyes"
35	3	"C4"	"White_eyes"	-3.4573643442623	"White"	"eyes"
35	3	"CP3"	"White_eyes"	-2.31201946721311	"White"	"eyes"
35	3	"CP4"	"White_eyes"	-3.12064098360656	"White"	"eyes"
35	4	"CZ"	"White_eyes"	-3.30878258196721	"White"	"eyes"
35	4	"CPZ"	"White_eyes"	-2.92149590163934	"White"	"eyes"
35	4	"PZ"	"White_eyes"	-2.10943258196721	"White"	"eyes"
35	4	"C3"	"White_eyes"	-1.8662631147541	"White"	"eyes"
35	4	"C4"	"White_eyes"	-2.58545860655738	"White"	"eyes"
35	4	"CP3"	"White_eyes"	-2.67935676229508	"White"	"eyes"
35	4	"CP4"	"White_eyes"	-5.61460860655738	"White"	"eyes"
35	5	"CZ"	"White_eyes"	-3.25340594262295	"White"	"eyes"
35	5	"CPZ"	"White_eyes"	-3.8446518442623	"White"	"eyes"
35	5	"PZ"	"White_eyes"	-2.41313913934426	"White"	"eyes"
35	5	"C3"	"White_eyes"	-4.02419446721311	"White"	"eyes"
35	5	"C4"	"White_eyes"	-2.91942971311475	"White"	"eyes"
35	5	"CP3"	"White_eyes"	-2.88641290983607	"White"	"eyes"
35	5	"CP4"	"White_eyes"	-4.40975758196721	"White"	"eyes"
35	6	"CZ"	"White_eyes"	-2.91805881147541	"White"	"eyes"
35	6	"CPZ"	"White_eyes"	-3.49761086065574	"White"	"eyes"
35	6	"PZ"	"White_eyes"	-3.2898625	"White"	"eyes"
35	6	"C3"	"White_eyes"	-3.70500573770492	"White"	"eyes"
35	6	"C4"	"White_eyes"	-3.22417049180328	"White"	"eyes"
35	6	"CP3"	"White_eyes"	-3.2245112704918	"White"	"eyes"
35	6	"CP4"	"White_eyes"	-2.72682192622951	"White"	"eyes"
35	7	"CZ"	"White_eyes"	-4.30416782786885	"White"	"eyes"
35	7	"CPZ"	"White_eyes"	-5.29336086065574	"White"	"eyes"
35	7	"PZ"	"White_eyes"	-3.74490450819672	"White"	"eyes"
35	7	"C3"	"White_eyes"	-4.6673743852459	"White"	"eyes"
35	7	"C4"	"White_eyes"	-5.8061868852459	"White"	"eyes"
35	7	"CP3"	"White_eyes"	-5.00753975409836	"White"	"eyes"
35	7	"CP4"	"White_eyes"	-4.99825368852459	"White"	"eyes"
35	8	"CZ"	"White_eyes"	-3.13199159836066	"White"	"eyes"
35	8	"CPZ"	"White_eyes"	-2.81384016393443	"White"	"eyes"
35	8	"PZ"	"White_eyes"	-2.40007110655738	"White"	"eyes"
35	8	"C3"	"White_eyes"	-3.69950225409836	"White"	"eyes"
35	8	"C4"	"White_eyes"	-2.47298545081967	"White"	"eyes"
35	8	"CP3"	"White_eyes"	-3.91034774590164	"White"	"eyes"
35	8	"CP4"	"White_eyes"	-3.4353518442623	"White"	"eyes"
35	9	"CZ"	"White_eyes"	-3.13130266393443	"White"	"eyes"
35	9	"CPZ"	"White_eyes"	-2.97308790983607	"White"	"eyes"
35	9	"PZ"	"White_eyes"	-1.98045430327869	"White"	"eyes"
35	9	"C3"	"White_eyes"	-2.54762213114754	"White"	"eyes"
35	9	"C4"	"White_eyes"	-5.8787612704918	"White"	"eyes"
35	9	"CP3"	"White_eyes"	-2.27074446721311	"White"	"eyes"
35	9	"CP4"	"White_eyes"	-4.3165481557377	"White"	"eyes"
35	10	"CZ"	"White_eyes"	-4.86032971311475	"White"	"eyes"
35	10	"CPZ"	"White_eyes"	-4.12359508196721	"White"	"eyes"
35	10	"PZ"	"White_eyes"	-3.05666659836066	"White"	"eyes"
35	10	"C3"	"White_eyes"	-3.76175840163934	"White"	"eyes"
35	10	"C4"	"White_eyes"	-3.3098118852459	"White"	"eyes"
35	10	"CP3"	"White_eyes"	-4.32274036885246	"White"	"eyes"
35	10	"CP4"	"White_eyes"	-4.40769610655738	"White"	"eyes"
35	11	"CZ"	"White_eyes"	-1.11920717213115	"White"	"eyes"
35	11	"CPZ"	"White_eyes"	-0.79727356557377	"White"	"eyes"
35	11	"PZ"	"White_eyes"	0.278943032786885	"White"	"eyes"
35	11	"C3"	"White_eyes"	0.705438114754098	"White"	"eyes"
35	11	"C4"	"White_eyes"	-3.33182418032787	"White"	"eyes"
35	11	"CP3"	"White_eyes"	0.778353483606557	"White"	"eyes"
35	11	"CP4"	"White_eyes"	-2.31545778688525	"White"	"eyes"
35	12	"CZ"	"White_eyes"	-5.37212459016393	"White"	"eyes"
35	12	"CPZ"	"White_eyes"	-3.49623176229508	"White"	"eyes"
35	12	"PZ"	"White_eyes"	-2.85270778688525	"White"	"eyes"
35	12	"C3"	"White_eyes"	-4.67081393442623	"White"	"eyes"
35	12	"C4"	"White_eyes"	-5.22285348360656	"White"	"eyes"
35	12	"CP3"	"White_eyes"	-3.94749262295082	"White"	"eyes"
35	12	"CP4"	"White_eyes"	-4.86067274590164	"White"	"eyes"
36	1	"CZ"	"Black_forehead"	-0.810685450819672	"Black"	"forehead"
36	1	"CPZ"	"Black_forehead"	-0.145834426229508	"Black"	"forehead"
36	1	"PZ"	"Black_forehead"	1.17871045081967	"Black"	"forehead"
36	1	"C3"	"Black_forehead"	-0.609132581967213	"Black"	"forehead"
36	1	"C4"	"Black_forehead"	-3.15744405737705	"Black"	"forehead"
36	1	"CP3"	"Black_forehead"	-0.359768647540984	"Black"	"forehead"
36	1	"CP4"	"Black_forehead"	-0.843359631147541	"Black"	"forehead"
36	2	"CZ"	"Black_forehead"	1.90856741803279	"Black"	"forehead"
36	2	"CPZ"	"Black_forehead"	3.2210756147541	"Black"	"forehead"
36	2	"PZ"	"Black_forehead"	3.38066741803279	"Black"	"forehead"
36	2	"C3"	"Black_forehead"	-1.55980471311475	"Black"	"forehead"
36	2	"C4"	"Black_forehead"	-0.515235040983607	"Black"	"forehead"
36	2	"CP3"	"Black_forehead"	1.47244016393443	"Black"	"forehead"
36	2	"CP4"	"Black_forehead"	3.75660286885246	"Black"	"forehead"
36	3	"CZ"	"Black_forehead"	-2.56069426229508	"Black"	"forehead"
36	3	"CPZ"	"Black_forehead"	-1.723525	"Black"	"forehead"
36	3	"PZ"	"Black_forehead"	-0.310240983606557	"Black"	"forehead"
36	3	"C3"	"Black_forehead"	-2.09498647540984	"Black"	"forehead"
36	3	"C4"	"Black_forehead"	-3.06939159836066	"Black"	"forehead"
36	3	"CP3"	"Black_forehead"	-0.411019262295082	"Black"	"forehead"
36	3	"CP4"	"Black_forehead"	-0.86021106557377	"Black"	"forehead"
36	4	"CZ"	"Black_forehead"	2.02482213114754	"Black"	"forehead"
36	4	"CPZ"	"Black_forehead"	4.79773278688525	"Black"	"forehead"
36	4	"PZ"	"Black_forehead"	6.95807192622951	"Black"	"forehead"
36	4	"C3"	"Black_forehead"	0.495974180327869	"Black"	"forehead"
36	4	"C4"	"Black_forehead"	0.548940368852459	"Black"	"forehead"
36	4	"CP3"	"Black_forehead"	3.08659016393443	"Black"	"forehead"
36	4	"CP4"	"Black_forehead"	5.06773319672131	"Black"	"forehead"
36	5	"CZ"	"Black_forehead"	3.0773012295082	"Black"	"forehead"
36	5	"CPZ"	"Black_forehead"	5.29748893442623	"Black"	"forehead"
36	5	"PZ"	"Black_forehead"	8.40265081967213	"Black"	"forehead"
36	5	"C3"	"Black_forehead"	1.26366659836066	"Black"	"forehead"
36	5	"C4"	"Black_forehead"	0.403793647540984	"Black"	"forehead"
36	5	"CP3"	"Black_forehead"	4.06477807377049	"Black"	"forehead"
36	5	"CP4"	"Black_forehead"	4.06236926229508	"Black"	"forehead"
36	6	"CZ"	"Black_forehead"	-1.16357745901639	"Black"	"forehead"
36	6	"CPZ"	"Black_forehead"	-0.91524631147541	"Black"	"forehead"
36	6	"PZ"	"Black_forehead"	-1.0101743852459	"Black"	"forehead"
36	6	"C3"	"Black_forehead"	-1.66574036885246	"Black"	"forehead"
36	6	"C4"	"Black_forehead"	-2.62741926229508	"Black"	"forehead"
36	6	"CP3"	"Black_forehead"	-0.164748975409836	"Black"	"forehead"
36	6	"CP4"	"Black_forehead"	-0.293731967213115	"Black"	"forehead"
36	7	"CZ"	"Black_forehead"	3.20800512295082	"Black"	"forehead"
36	7	"CPZ"	"Black_forehead"	4.30726086065574	"Black"	"forehead"
36	7	"PZ"	"Black_forehead"	6.65023606557377	"Black"	"forehead"
36	7	"C3"	"Black_forehead"	1.25506618852459	"Black"	"forehead"
36	7	"C4"	"Black_forehead"	0.910773975409836	"Black"	"forehead"
36	7	"CP3"	"Black_forehead"	3.75109672131148	"Black"	"forehead"
36	7	"CP4"	"Black_forehead"	4.3151737704918	"Black"	"forehead"
36	8	"CZ"	"Black_forehead"	2.98031024590164	"Black"	"forehead"
36	8	"CPZ"	"Black_forehead"	3.24790573770492	"Black"	"forehead"
36	8	"PZ"	"Black_forehead"	4.2233375	"Black"	"forehead"
36	8	"C3"	"Black_forehead"	4.22368176229508	"Black"	"forehead"
36	8	"C4"	"Black_forehead"	1.57528114754098	"Black"	"forehead"
36	8	"CP3"	"Black_forehead"	5.97713032786885	"Black"	"forehead"
36	8	"CP4"	"Black_forehead"	4.29625635245902	"Black"	"forehead"
36	9	"CZ"	"Black_forehead"	5.47118196721311	"Black"	"forehead"
36	9	"CPZ"	"Black_forehead"	7.51836270491803	"Black"	"forehead"
36	9	"PZ"	"Black_forehead"	7.19298606557377	"Black"	"forehead"
36	9	"C3"	"Black_forehead"	5.76491454918033	"Black"	"forehead"
36	9	"C4"	"Black_forehead"	2.06162418032787	"Black"	"forehead"
36	9	"CP3"	"Black_forehead"	8.4380756147541	"Black"	"forehead"
36	9	"CP4"	"Black_forehead"	4.36607725409836	"Black"	"forehead"
36	10	"CZ"	"Black_forehead"	2.28312889344262	"Black"	"forehead"
36	10	"CPZ"	"Black_forehead"	3.35796475409836	"Black"	"forehead"
36	10	"PZ"	"Black_forehead"	5.04056229508197	"Black"	"forehead"
36	10	"C3"	"Black_forehead"	1.02290348360656	"Black"	"forehead"
36	10	"C4"	"Black_forehead"	-0.664507991803279	"Black"	"forehead"
36	10	"CP3"	"Black_forehead"	2.13729446721311	"Black"	"forehead"
36	10	"CP4"	"Black_forehead"	3.02158360655738	"Black"	"forehead"
36	11	"CZ"	"Black_forehead"	-0.814814754098361	"Black"	"forehead"
36	11	"CPZ"	"Black_forehead"	0.271030327868853	"Black"	"forehead"
36	11	"PZ"	"Black_forehead"	1.7314368852459	"Black"	"forehead"
36	11	"C3"	"Black_forehead"	-0.406890573770492	"Black"	"forehead"
36	11	"C4"	"Black_forehead"	-3.36828401639344	"Black"	"forehead"
36	11	"CP3"	"Black_forehead"	1.63134426229508	"Black"	"forehead"
36	11	"CP4"	"Black_forehead"	-0.469488729508197	"Black"	"forehead"
