"Source.File"	"Sweep.Number"	"Electrode"	"Marker"	"Latency"	"Peak"	"Subject"	"faceRace"	"FixArea"	"Hemisphere"
"Sub49_Black_eyes.avg"	1	"P8/T6"	"N170"	165	-12.262308	49	"Black"	"eyes"	"right"
"Sub49_Black_eyes.avg"	1	"TP7"	"N170"	191	-5.681452	49	"Black"	"eyes"	"left"
"Sub49_Black_eyes.avg"	1	"TP8"	"N170"	170	-7.556268	49	"Black"	"eyes"	"right"
"Sub49_Black_eyes.avg"	1	"P7/T5"	"N170"	189	-5.450267	49	"Black"	"eyes"	"left"
"Sub49_Black_fore.avg"	1	"P8/T6"	"N170"	169	-4.581964	49	"Black"	"fore"	"right"
"Sub49_Black_fore.avg"	1	"TP7"	"N170"	214	-0.310642	49	"Black"	"fore"	"left"
"Sub49_Black_fore.avg"	1	"TP8"	"N170"	167	-1.961552	49	"Black"	"fore"	"right"
"Sub49_Black_fore.avg"	1	"P7/T5"	"N170"	214	0.393312	49	"Black"	"fore"	"left"
"Sub49_White_eyes.avg"	1	"P8/T6"	"N170"	178	-7.720947	49	"White"	"eyes"	"right"
"Sub49_White_eyes.avg"	1	"TP7"	"N170"	204	-3.348099	49	"White"	"eyes"	"left"
"Sub49_White_eyes.avg"	1	"TP8"	"N170"	214	-4.752711	49	"White"	"eyes"	"right"
"Sub49_White_eyes.avg"	1	"P7/T5"	"N170"	178	-3.348099	49	"White"	"eyes"	"left"
"Sub49_White_fore.avg"	1	"P8/T6"	"N170"	172	-5.662889	49	"White"	"fore"	"right"
"Sub49_White_fore.avg"	1	"TP7"	"N170"	209	-4.464722	49	"White"	"fore"	"left"
"Sub49_White_fore.avg"	1	"TP8"	"N170"	162	-2.794002	49	"White"	"fore"	"right"
"Sub49_White_fore.avg"	1	"P7/T5"	"N170"	212	-4.702289	49	"White"	"fore"	"left"
"Sub50_Black_eyes.avg"	1	"P8/T6"	"N170"	162	-9.575653	50	"Black"	"eyes"	"right"
"Sub50_Black_eyes.avg"	1	"TP7"	"N170"	181	-1.525307	50	"Black"	"eyes"	"left"
"Sub50_Black_eyes.avg"	1	"TP8"	"N170"	164	-5.847359	50	"Black"	"eyes"	"right"
"Sub50_Black_eyes.avg"	1	"P7/T5"	"N170"	178	-3.447151	50	"Black"	"eyes"	"left"
"Sub50_Black_fore.avg"	1	"P8/T6"	"N170"	167	-10.200929	50	"Black"	"fore"	"right"
"Sub50_Black_fore.avg"	1	"TP7"	"N170"	192	-3.654909	50	"Black"	"fore"	"left"
"Sub50_Black_fore.avg"	1	"TP8"	"N170"	169	-8.152822	50	"Black"	"fore"	"right"
"Sub50_Black_fore.avg"	1	"P7/T5"	"N170"	175	-4.579008	50	"Black"	"fore"	"left"
"Sub50_White_eyes.avg"	1	"P8/T6"	"N170"	162	-10.418927	50	"White"	"eyes"	"right"
"Sub50_White_eyes.avg"	1	"TP7"	"N170"	183	-2.428596	50	"White"	"eyes"	"left"
"Sub50_White_eyes.avg"	1	"TP8"	"N170"	166	-7.536523	50	"White"	"eyes"	"right"
"Sub50_White_eyes.avg"	1	"P7/T5"	"N170"	178	-3.319634	50	"White"	"eyes"	"left"
"Sub50_White_fore.avg"	1	"P8/T6"	"N170"	165	-8.636475	50	"White"	"fore"	"right"
"Sub50_White_fore.avg"	1	"TP7"	"N170"	184	-1.495361	50	"White"	"fore"	"left"
"Sub50_White_fore.avg"	1	"TP8"	"N170"	169	-5.918503	50	"White"	"fore"	"right"
"Sub50_White_fore.avg"	1	"P7/T5"	"N170"	178	-2.038956	50	"White"	"fore"	"left"
"Sub51_Black_eyes.avg"	1	"P8/T6"	"N170"	187	-1.071981	51	"Black"	"eyes"	"right"
"Sub51_Black_eyes.avg"	1	"TP7"	"N170"	207	0.373739	51	"Black"	"eyes"	"left"
"Sub51_Black_eyes.avg"	1	"TP8"	"N170"	202	-1.790365	51	"Black"	"eyes"	"right"
"Sub51_Black_eyes.avg"	1	"P7/T5"	"N170"	206	0.465495	51	"Black"	"eyes"	"left"
"Sub51_Black_fore.avg"	1	"P8/T6"	"N170"	183	-2.839169	51	"Black"	"fore"	"right"
"Sub51_Black_fore.avg"	1	"TP7"	"N170"	199	-5.786443	51	"Black"	"fore"	"left"
"Sub51_Black_fore.avg"	1	"TP8"	"N170"	199	-2.642874	51	"Black"	"fore"	"right"
"Sub51_Black_fore.avg"	1	"P7/T5"	"N170"	199	-5.922997	51	"Black"	"fore"	"left"
"Sub51_White_eyes.avg"	1	"P8/T6"	"N170"	174	-3.220842	51	"White"	"eyes"	"right"
"Sub51_White_eyes.avg"	1	"TP7"	"N170"	161	-2.715034	51	"White"	"eyes"	"left"
"Sub51_White_eyes.avg"	1	"TP8"	"N170"	186	-2.55626	51	"White"	"eyes"	"right"
"Sub51_White_eyes.avg"	1	"P7/T5"	"N170"	161	-2.633378	51	"White"	"eyes"	"left"
"Sub51_White_fore.avg"	1	"P8/T6"	"N170"	181	-3.65626	51	"White"	"fore"	"right"
"Sub51_White_fore.avg"	1	"TP7"	"N170"	196	-3.614299	51	"White"	"fore"	"left"
"Sub51_White_fore.avg"	1	"TP8"	"N170"	196	-2.319082	51	"White"	"fore"	"right"
"Sub51_White_fore.avg"	1	"P7/T5"	"N170"	197	-3.633881	51	"White"	"fore"	"left"
