"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Fix"
29	"WF"	"FCz"	0.630277151515152	"White"	"fore"
30	"BE"	"FCz"	8.30772166666667	"Black"	"eyes"
30	"BF"	"FCz"	7.33803439393939	"Black"	"fore"
30	"WE"	"FCz"	8.42601742424242	"White"	"eyes"
30	"WF"	"FCz"	7.13181121212121	"White"	"fore"
31	"BE"	"FCz"	5.12311787878788	"Black"	"eyes"
31	"BF"	"FCz"	3.28767666666667	"Black"	"fore"
31	"WE"	"FCz"	5.2076203030303	"White"	"eyes"
31	"WF"	"FCz"	2.81542242424242	"White"	"fore"
32	"BE"	"FCz"	0.429441303030303	"Black"	"eyes"
32	"BF"	"FCz"	-0.529514696969697	"Black"	"fore"
32	"WE"	"FCz"	0.174173237878788	"White"	"eyes"
32	"WF"	"FCz"	0.4436625	"White"	"fore"
33	"BE"	"FCz"	3.65083909090909	"Black"	"eyes"
33	"BF"	"FCz"	-0.540235121212121	"Black"	"fore"
33	"WE"	"FCz"	2.06943074242424	"White"	"eyes"
33	"WF"	"FCz"	0.62234896969697	"White"	"fore"
34	"BE"	"FCz"	-1.63257822727273	"Black"	"eyes"
34	"BF"	"FCz"	-3.15509363636364	"Black"	"fore"
34	"WE"	"FCz"	-3.21409560606061	"White"	"eyes"
34	"WF"	"FCz"	-3.12292712121212	"White"	"fore"
35	"BE"	"FCz"	-0.728448303030303	"Black"	"eyes"
35	"BF"	"FCz"	-0.944809045454545	"Black"	"fore"
35	"WE"	"FCz"	-0.504370287878788	"White"	"eyes"
35	"WF"	"FCz"	-0.686052075757576	"White"	"fore"
36	"BE"	"FCz"	-0.146433060606061	"Black"	"eyes"
36	"BF"	"FCz"	-2.09001481818182	"Black"	"fore"
36	"WE"	"FCz"	-0.248599296969697	"White"	"eyes"
36	"WF"	"FCz"	-1.89780590909091	"White"	"fore"
37	"BE"	"FCz"	2.39512451515152	"Black"	"eyes"
37	"BF"	"FCz"	3.22688439393939	"Black"	"fore"
37	"WE"	"FCz"	1.54390339393939	"White"	"eyes"
37	"WF"	"FCz"	2.34174657575758	"White"	"fore"
38	"BE"	"FCz"	7.52543121212121	"Black"	"eyes"
38	"BF"	"FCz"	6.41837378787879	"Black"	"fore"
38	"WE"	"FCz"	8.13359939393939	"White"	"eyes"
38	"WF"	"FCz"	5.03995621212121	"White"	"fore"
39	"BE"	"FCz"	2.21931296969697	"Black"	"eyes"
39	"BF"	"FCz"	0.478077484848485	"Black"	"fore"
39	"WE"	"FCz"	1.41938189393939	"White"	"eyes"
39	"WF"	"FCz"	-0.112404159090909	"White"	"fore"
40	"BE"	"FCz"	-0.282384363636364	"Black"	"eyes"
40	"BF"	"FCz"	-0.343144272727273	"Black"	"fore"
40	"WE"	"FCz"	0.355652257575758	"White"	"eyes"
40	"WF"	"FCz"	0.0765285	"White"	"fore"
41	"BE"	"FCz"	5.7366403030303	"Black"	"eyes"
41	"BF"	"FCz"	5.94131590909091	"Black"	"fore"
41	"WE"	"FCz"	5.40039606060606	"White"	"eyes"
41	"WF"	"FCz"	4.36306106060606	"White"	"fore"
42	"BE"	"FCz"	0.152949368181818	"Black"	"eyes"
42	"BF"	"FCz"	0.683638757575758	"Black"	"fore"
42	"WE"	"FCz"	0.698138803030303	"White"	"eyes"
42	"WF"	"FCz"	0.823027803030303	"White"	"fore"
43	"BE"	"FCz"	5.85836060606061	"Black"	"eyes"
43	"BF"	"FCz"	3.7089696969697	"Black"	"fore"
43	"WE"	"FCz"	2.53334121212121	"White"	"eyes"
43	"WF"	"FCz"	3.69802954545455	"White"	"fore"
44	"BE"	"FCz"	0.763088227272727	"Black"	"eyes"
44	"BF"	"FCz"	0.196233589393939	"Black"	"fore"
44	"WE"	"FCz"	0.703888348484848	"White"	"eyes"
44	"WF"	"FCz"	-0.515467196969697	"White"	"fore"
45	"BE"	"FCz"	0.711626015151515	"Black"	"eyes"
45	"BF"	"FCz"	0.122111643939394	"Black"	"fore"
45	"WE"	"FCz"	1.01743866666667	"White"	"eyes"
45	"WF"	"FCz"	-1.71879851515152	"White"	"fore"
46	"BE"	"FCz"	1.25682043939394	"Black"	"eyes"
46	"BF"	"FCz"	0.159088068181818	"Black"	"fore"
46	"WE"	"FCz"	0.662097196969697	"White"	"eyes"
46	"WF"	"FCz"	2.25778556060606	"White"	"fore"
47	"BE"	"FCz"	0.469565893939394	"Black"	"eyes"
47	"BF"	"FCz"	0.0358635045454545	"Black"	"fore"
47	"WE"	"FCz"	-0.835693545454545	"White"	"eyes"
47	"WF"	"FCz"	1.72885315151515	"White"	"fore"
48	"BE"	"FCz"	-2.46760783333333	"Black"	"eyes"
48	"BF"	"FCz"	-2.21123306060606	"Black"	"fore"
48	"WE"	"FCz"	-0.964099984848485	"White"	"eyes"
48	"WF"	"FCz"	-1.99742571212121	"White"	"fore"
49	"BE"	"FCz"	-0.187504107575758	"Black"	"eyes"
49	"BF"	"FCz"	0.0866366818181818	"Black"	"fore"
49	"WE"	"FCz"	-0.32663146969697	"White"	"eyes"
49	"WF"	"FCz"	-0.0583585136363636	"White"	"fore"
50	"BE"	"FCz"	4.43479106060606	"Black"	"eyes"
50	"BF"	"FCz"	2.58282442424242	"Black"	"fore"
50	"WE"	"FCz"	2.82875893939394	"White"	"eyes"
50	"WF"	"FCz"	2.38568021212121	"White"	"fore"
51	"BE"	"FCz"	-0.655833984848485	"Black"	"eyes"
51	"BF"	"FCz"	-0.477780696969697	"Black"	"fore"
51	"WE"	"FCz"	-0.725034909090909	"White"	"eyes"
51	"WF"	"FCz"	-0.425194424242424	"White"	"fore"
52	"BE"	"FCz"	-2.28770296969697	"Black"	"eyes"
52	"BF"	"FCz"	0.462113878787879	"Black"	"fore"
52	"WE"	"FCz"	-1.33339475757576	"White"	"eyes"
52	"WF"	"FCz"	-2.38380795454545	"White"	"fore"
53	"BE"	"FCz"	-1.56560975757576	"Black"	"eyes"
53	"BF"	"FCz"	0.0337284333333333	"Black"	"fore"
53	"WE"	"FCz"	-2.52913465151515	"White"	"eyes"
53	"WF"	"FCz"	0.203262496969697	"White"	"fore"
54	"BE"	"FCz"	4.69207393939394	"Black"	"eyes"
54	"BF"	"FCz"	2.35637843939394	"Black"	"fore"
54	"WE"	"FCz"	3.39670439393939	"White"	"eyes"
54	"WF"	"FCz"	3.6474303030303	"White"	"fore"
55	"BE"	"FCz"	0.715560257575758	"Black"	"eyes"
55	"BF"	"FCz"	-0.520041075757576	"Black"	"fore"
55	"WE"	"FCz"	0.522525090909091	"White"	"eyes"
55	"WF"	"FCz"	-0.971347984848485	"White"	"fore"
56	"BE"	"FCz"	0.896086454545455	"Black"	"eyes"
56	"BF"	"FCz"	-0.5996175	"Black"	"fore"
56	"WE"	"FCz"	0.838227575757576	"White"	"eyes"
56	"WF"	"FCz"	0.111377272727273	"White"	"fore"
57	"BE"	"FCz"	2.90244106060606	"Black"	"eyes"
57	"BF"	"FCz"	2.71740533333333	"Black"	"fore"
57	"WE"	"FCz"	2.02323084848485	"White"	"eyes"
57	"WF"	"FCz"	2.788965	"White"	"fore"
58	"BE"	"FCz"	-0.852710666666667	"Black"	"eyes"
58	"BF"	"FCz"	-0.80561546969697	"Black"	"fore"
58	"WE"	"FCz"	-0.651371984848485	"White"	"eyes"
58	"WF"	"FCz"	-1.47986987878788	"White"	"fore"
59	"BE"	"FCz"	2.21465722727273	"Black"	"eyes"
59	"BF"	"FCz"	2.68278986363636	"Black"	"fore"
59	"WE"	"FCz"	3.988545	"White"	"eyes"
59	"WF"	"FCz"	2.60245615151515	"White"	"fore"
60	"BE"	"FCz"	-2.99526045454545	"Black"	"eyes"
60	"BF"	"FCz"	-2.87976045454545	"Black"	"fore"
60	"WE"	"FCz"	-1.72356128787879	"White"	"eyes"
60	"WF"	"FCz"	-2.98167893939394	"White"	"fore"
61	"BE"	"FCz"	1.55021718181818	"Black"	"eyes"
61	"BF"	"FCz"	-0.177027145454545	"Black"	"fore"
61	"WE"	"FCz"	0.194601446969697	"White"	"eyes"
61	"WF"	"FCz"	0.151389415151515	"White"	"fore"
62	"BE"	"FCz"	1.90469122727273	"Black"	"eyes"
62	"BF"	"FCz"	0.979594909090909	"Black"	"fore"
62	"WE"	"FCz"	0.442167242424242	"White"	"eyes"
62	"WF"	"FCz"	-1.92967303030303	"White"	"fore"
63	"BE"	"FCz"	1.56254262121212	"Black"	"eyes"
63	"BF"	"FCz"	0.507049227272727	"Black"	"fore"
63	"WE"	"FCz"	0.141165968181818	"White"	"eyes"
63	"WF"	"FCz"	-0.318078242424242	"White"	"fore"
64	"BE"	"FCz"	1.34634243939394	"Black"	"eyes"
64	"BF"	"FCz"	0.129042545454545	"Black"	"fore"
64	"WE"	"FCz"	1.39649751515152	"White"	"eyes"
64	"WF"	"FCz"	1.89709703030303	"White"	"fore"
66	"BE"	"FCz"	0.17877605	"Black"	"eyes"
66	"BF"	"FCz"	-2.89629681818182	"Black"	"fore"
66	"WE"	"FCz"	-3.66761227272727	"White"	"eyes"
66	"WF"	"FCz"	-2.58505443939394	"White"	"fore"
1	"BE"	"Cz"	2.03482301515151	"Black"	"eyes"
1	"BF"	"Cz"	0.199913954545455	"Black"	"fore"
1	"WE"	"Cz"	4.51749181818182	"White"	"eyes"
1	"WF"	"Cz"	0.479403575757576	"White"	"fore"
2	"BE"	"Cz"	2.22085472727273	"Black"	"eyes"
2	"BF"	"Cz"	-0.249791303030303	"Black"	"fore"
2	"WE"	"Cz"	0.440721181818182	"White"	"eyes"
2	"WF"	"Cz"	1.23936277272727	"White"	"fore"
3	"BE"	"Cz"	1.52183853030303	"Black"	"eyes"
3	"BF"	"Cz"	1.56289357575758	"Black"	"fore"
3	"WE"	"Cz"	2.24015401515152	"White"	"eyes"
3	"WF"	"Cz"	1.08815351515152	"White"	"fore"
4	"BE"	"Cz"	1.53263309090909	"Black"	"eyes"
4	"BF"	"Cz"	1.48447803030303	"Black"	"fore"
4	"WE"	"Cz"	0.329539636363636	"White"	"eyes"
4	"WF"	"Cz"	1.33265389393939	"White"	"fore"
5	"BE"	"Cz"	6.82377318181818	"Black"	"eyes"
5	"BF"	"Cz"	4.13366666666667	"Black"	"fore"
5	"WE"	"Cz"	5.44255848484848	"White"	"eyes"
5	"WF"	"Cz"	5.36954757575758	"White"	"fore"
6	"BE"	"Cz"	1.03714531818182	"Black"	"eyes"
6	"BF"	"Cz"	2.60369851515152	"Black"	"fore"
6	"WE"	"Cz"	1.82979110606061	"White"	"eyes"
6	"WF"	"Cz"	1.8823961969697	"White"	"fore"
7	"BE"	"Cz"	0.283841560606061	"Black"	"eyes"
7	"BF"	"Cz"	-1.12313868181818	"Black"	"fore"
7	"WE"	"Cz"	-1.88187121212121	"White"	"eyes"
7	"WF"	"Cz"	-0.758995560606061	"White"	"fore"
8	"BE"	"Cz"	-0.0814927742424242	"Black"	"eyes"
8	"BF"	"Cz"	-0.70018246969697	"Black"	"fore"
8	"WE"	"Cz"	-0.6874415	"White"	"eyes"
8	"WF"	"Cz"	-0.24382818030303	"White"	"fore"
9	"BE"	"Cz"	2.20243896969697	"Black"	"eyes"
9	"BF"	"Cz"	1.15032365151515	"Black"	"fore"
9	"WE"	"Cz"	1.8759016969697	"White"	"eyes"
9	"WF"	"Cz"	2.11645062121212	"White"	"fore"
10	"BE"	"Cz"	1.81353821212121	"Black"	"eyes"
10	"BF"	"Cz"	1.24720272727273	"Black"	"fore"
10	"WE"	"Cz"	0.53245446969697	"White"	"eyes"
10	"WF"	"Cz"	0.888390439393939	"White"	"fore"
11	"BE"	"Cz"	-1.42868412121212	"Black"	"eyes"
11	"BF"	"Cz"	-1.25313475757576	"Black"	"fore"
11	"WE"	"Cz"	-2.29831413636364	"White"	"eyes"
11	"WF"	"Cz"	-2.22706239393939	"White"	"fore"
12	"BE"	"Cz"	-1.36543187878788	"Black"	"eyes"
12	"BF"	"Cz"	-2.89737136363636	"Black"	"fore"
12	"WE"	"Cz"	-2.39379756060606	"White"	"eyes"
12	"WF"	"Cz"	-1.86049881818182	"White"	"fore"
13	"BE"	"Cz"	1.14328762121212	"Black"	"eyes"
13	"BF"	"Cz"	0.183031245454545	"Black"	"fore"
13	"WE"	"Cz"	1.08830663636364	"White"	"eyes"
13	"WF"	"Cz"	1.04168154545455	"White"	"fore"
14	"BE"	"Cz"	0.257864165151515	"Black"	"eyes"
14	"BF"	"Cz"	0.899018681818182	"Black"	"fore"
14	"WE"	"Cz"	0.583994727272727	"White"	"eyes"
14	"WF"	"Cz"	1.51116813636364	"White"	"fore"
15	"BE"	"Cz"	3.25540681818182	"Black"	"eyes"
15	"BF"	"Cz"	0.191284313636364	"Black"	"fore"
15	"WE"	"Cz"	1.88851745454545	"White"	"eyes"
15	"WF"	"Cz"	1.15521693939394	"White"	"fore"
16	"BE"	"Cz"	3.61733803030303	"Black"	"eyes"
16	"BF"	"Cz"	0.911700045454545	"Black"	"fore"
16	"WE"	"Cz"	2.01451787878788	"White"	"eyes"
16	"WF"	"Cz"	2.10696174242424	"White"	"fore"
17	"BE"	"Cz"	2.36144410606061	"Black"	"eyes"
17	"BF"	"Cz"	1.43550781818182	"Black"	"fore"
17	"WE"	"Cz"	2.6454705	"White"	"eyes"
17	"WF"	"Cz"	0.713345121212121	"White"	"fore"
18	"BE"	"Cz"	3.73776454545455	"Black"	"eyes"
18	"BF"	"Cz"	0.763120833333333	"Black"	"fore"
18	"WE"	"Cz"	2.53616004545455	"White"	"eyes"
18	"WF"	"Cz"	1.23983046969697	"White"	"fore"
19	"BE"	"Cz"	2.79033515151515	"Black"	"eyes"
19	"BF"	"Cz"	3.49258196969697	"Black"	"fore"
19	"WE"	"Cz"	2.44408863636364	"White"	"eyes"
19	"WF"	"Cz"	2.55395168181818	"White"	"fore"
20	"BE"	"Cz"	0.751033333333333	"Black"	"eyes"
20	"BF"	"Cz"	-0.6254055	"Black"	"fore"
20	"WE"	"Cz"	-0.79559246969697	"White"	"eyes"
20	"WF"	"Cz"	-1.54909383333333	"White"	"fore"
21	"BE"	"Cz"	0.2264346	"Black"	"eyes"
21	"BF"	"Cz"	-0.484756378787879	"Black"	"fore"
21	"WE"	"Cz"	-0.614859212121212	"White"	"eyes"
21	"WF"	"Cz"	-1.61282354545455	"White"	"fore"
22	"BE"	"Cz"	-0.218874595454545	"Black"	"eyes"
22	"BF"	"Cz"	1.44693909090909	"Black"	"fore"
22	"WE"	"Cz"	0.820254106060606	"White"	"eyes"
22	"WF"	"Cz"	-0.290581606060606	"White"	"fore"
23	"BE"	"Cz"	7.70094681818182	"Black"	"eyes"
23	"BF"	"Cz"	4.72008787878788	"Black"	"fore"
23	"WE"	"Cz"	3.06172333333333	"White"	"eyes"
23	"WF"	"Cz"	4.25752621212121	"White"	"fore"
24	"BE"	"Cz"	1.11819575757576	"Black"	"eyes"
24	"BF"	"Cz"	0.991921909090909	"Black"	"fore"
24	"WE"	"Cz"	0.534941712121212	"White"	"eyes"
24	"WF"	"Cz"	1.82493251515152	"White"	"fore"
25	"BE"	"Cz"	-0.526841136363636	"Black"	"eyes"
25	"BF"	"Cz"	-1.68181357575758	"Black"	"fore"
25	"WE"	"Cz"	-1.74035131818182	"White"	"eyes"
25	"WF"	"Cz"	-0.402026303030303	"White"	"fore"
26	"BE"	"Cz"	-1.22595343939394	"Black"	"eyes"
26	"BF"	"Cz"	-0.275936954545455	"Black"	"fore"
26	"WE"	"Cz"	-1.18900131818182	"White"	"eyes"
26	"WF"	"Cz"	-0.477666772727273	"White"	"fore"
27	"BE"	"Cz"	3.97181515151515	"Black"	"eyes"
27	"BF"	"Cz"	4.05351303030303	"Black"	"fore"
27	"WE"	"Cz"	3.31852545454545	"White"	"eyes"
27	"WF"	"Cz"	4.56894621212121	"White"	"fore"
28	"BE"	"Cz"	3.70195227272727	"Black"	"eyes"
28	"BF"	"Cz"	1.42717739393939	"Black"	"fore"
28	"WE"	"Cz"	2.82664878787879	"White"	"eyes"
28	"WF"	"Cz"	2.5571445	"White"	"fore"
29	"BE"	"Cz"	-1.42371539393939	"Black"	"eyes"
29	"BF"	"Cz"	-0.533418818181818	"Black"	"fore"
29	"WE"	"Cz"	0.403464484848485	"White"	"eyes"
29	"WF"	"Cz"	0.5936005	"White"	"fore"
30	"BE"	"Cz"	7.82433833333333	"Black"	"eyes"
30	"BF"	"Cz"	6.91101	"Black"	"fore"
30	"WE"	"Cz"	7.93569242424242	"White"	"eyes"
30	"WF"	"Cz"	6.71675151515151	"White"	"fore"
31	"BE"	"Cz"	4.82498606060606	"Black"	"eyes"
31	"BF"	"Cz"	3.09635272727273	"Black"	"fore"
31	"WE"	"Cz"	4.90456848484849	"White"	"eyes"
31	"WF"	"Cz"	2.6515828030303	"White"	"fore"
32	"BE"	"Cz"	0.404451106060606	"Black"	"eyes"
32	"BF"	"Cz"	-0.498699878787879	"Black"	"fore"
32	"WE"	"Cz"	0.164037889393939	"White"	"eyes"
32	"WF"	"Cz"	0.417844378787879	"White"	"fore"
33	"BE"	"Cz"	3.43838242424242	"Black"	"eyes"
33	"BF"	"Cz"	-0.508795212121212	"Black"	"fore"
33	"WE"	"Cz"	1.94900445454545	"White"	"eyes"
33	"WF"	"Cz"	0.586136454545455	"White"	"fore"
34	"BE"	"Cz"	-1.53757839393939	"Black"	"eyes"
34	"BF"	"Cz"	-2.97148939393939	"Black"	"fore"
34	"WE"	"Cz"	-3.02704893939394	"White"	"eyes"
34	"WF"	"Cz"	-2.94119727272727	"White"	"fore"
35	"BE"	"Cz"	-0.686054378787879	"Black"	"eyes"
35	"BF"	"Cz"	-0.889824333333333	"Black"	"fore"
35	"WE"	"Cz"	-0.475018393939394	"White"	"eyes"
35	"WF"	"Cz"	-0.646132590909091	"White"	"fore"
36	"BE"	"Cz"	-0.137911706060606	"Black"	"eyes"
36	"BF"	"Cz"	-1.96838484848485	"Black"	"fore"
36	"WE"	"Cz"	-0.234132693939394	"White"	"eyes"
36	"WF"	"Cz"	-1.78736604545455	"White"	"fore"
37	"BE"	"Cz"	2.25574746969697	"Black"	"eyes"
37	"BF"	"Cz"	3.039105	"Black"	"fore"
37	"WE"	"Cz"	1.45405915151515	"White"	"eyes"
37	"WF"	"Cz"	2.20547018181818	"White"	"fore"
38	"BE"	"Cz"	7.08749939393939	"Black"	"eyes"
38	"BF"	"Cz"	6.04487787878788	"Black"	"fore"
38	"WE"	"Cz"	7.66035333333333	"White"	"eyes"
38	"WF"	"Cz"	4.74666106060606	"White"	"fore"
39	"BE"	"Cz"	2.09016445454545	"Black"	"eyes"
39	"BF"	"Cz"	0.450257015151515	"Black"	"fore"
39	"WE"	"Cz"	1.33678603030303	"White"	"eyes"
39	"WF"	"Cz"	-0.10586241969697	"White"	"fore"
40	"BE"	"Cz"	-0.265950809090909	"Black"	"eyes"
40	"BF"	"Cz"	-0.323175696969697	"Black"	"fore"
40	"WE"	"Cz"	0.334955560606061	"White"	"eyes"
40	"WF"	"Cz"	0.0720755787878788	"White"	"fore"
41	"BE"	"Cz"	5.4028146969697	"Black"	"eyes"
41	"BF"	"Cz"	5.59555666666667	"Black"	"fore"
41	"WE"	"Cz"	5.08612742424242	"White"	"eyes"
41	"WF"	"Cz"	4.10915636363636	"White"	"fore"
42	"BE"	"Cz"	0.144048398484848	"Black"	"eyes"
42	"BF"	"Cz"	0.64385646969697	"Black"	"fore"
42	"WE"	"Cz"	0.657509333333333	"White"	"eyes"
42	"WF"	"Cz"	0.775134136363636	"White"	"fore"
43	"BE"	"Cz"	5.51747515151515	"Black"	"eyes"
43	"BF"	"Cz"	3.49313287878788	"Black"	"fore"
43	"WE"	"Cz"	2.38591821212121	"White"	"eyes"
43	"WF"	"Cz"	3.48283106060606	"White"	"fore"
44	"BE"	"Cz"	0.718682560606061	"Black"	"eyes"
44	"BF"	"Cz"	0.184813487878788	"Black"	"fore"
44	"WE"	"Cz"	0.662923954545454	"White"	"eyes"
44	"WF"	"Cz"	-0.485469984848485	"White"	"fore"
45	"BE"	"Cz"	0.670214439393939	"Black"	"eyes"
45	"BF"	"Cz"	0.115004716666667	"Black"	"fore"
45	"WE"	"Cz"	0.958226757575758	"White"	"eyes"
45	"WF"	"Cz"	-1.61877924242424	"White"	"fore"
46	"BE"	"Cz"	1.18368083333333	"Black"	"eyes"
46	"BF"	"Cz"	0.149829603030303	"Black"	"fore"
46	"WE"	"Cz"	0.623568136363636	"White"	"eyes"
46	"WF"	"Cz"	2.12640171212121	"White"	"fore"
47	"BE"	"Cz"	0.442239621212121	"Black"	"eyes"
